OTUID,Phylum,INDO18S12S1A,INDO18S12S1B,INDO18S12S1C,INDO18S12S2A,INDO18S12S2B,INDO18S12S2C,INDO18S13S1A,INDO18S13S1B,INDO18S13S1C
OTU_89030,Ochrophyta,2.87E-06,2.63E-06,0,5.30E-06,5.80E-06,0,0,0,0
OTU_89047,Arthropoda,1.01E-05,0,0,0,0,0,0,0,0
OTU_89107,Miozoa,5.73E-06,0,0,0,0,0,5.47E-06,0,5.07E-06
OTU_893736,Bryozoa,9.44E-06,0,0,0,0,3.15E-06,0,0,0
OTU_894130,Mollusca,2.18E-05,0,0,0,0,0,0,0,0
OTU_89603,Arthropoda,1.44E-06,5.27E-06,0,1.06E-05,0,0,0,0,0
OTU_896156,Porifera,7.07E-06,0,2.95E-06,0,0,2.10E-06,0,0,0
OTU_896318,Porifera,1.24E-05,0,0,0,0,0,0,0,0
OTU_896497,Bryozoa,5.30E-06,0,0,0,0,2.10E-06,0,6.91E-06,0
OTU_897580,Arthropoda,3.21E-06,0,0,0,5.80E-06,1.05E-06,0,0,1.01E-05
OTU_89760,Rhodophyta,0,5.27E-06,3.87E-06,5.01E-06,0,0,0,2.71E-06,2.49E-06
OTU_900219,Bryozoa,3.53E-06,0,0,0,0,4.20E-06,0,0,2.49E-06
OTU_90090,Annelida,1.44E-06,0,0,1.59E-05,0,0,0,0,0
OTU_901233,Bryozoa,1.24E-05,0,0,0,0,0,0,0,0
OTU_901268,Porifera,7.07E-06,2.00E-06,0,2.65E-06,0,1.05E-06,0,0,0
OTU_901588,Bryozoa,3.53E-06,2.00E-06,0,0,0,0,1.36E-05,0,0
OTU_901633,Bryozoa,1.77E-06,6.00E-06,0,0,1.14E-06,0,0,8.13E-06,0
OTU_90298,Annelida,1.44E-06,3.60E-06,0,9.43E-06,3.03E-06,0,0,0,0
OTU_904139,Mollusca,0,1.84E-05,0,0,0,0,0,0,0
OTU_90458,Ciliophora,0,0,0,1.26E-05,0,0,0,0,5.07E-06
OTU_90538,Annelida,3.53E-06,4.00E-06,0,2.11E-06,0,2.10E-06,0,0,0
OTU_905558,Cnidaria,6.07E-06,5.27E-06,0,2.11E-06,0,0,0,0,0
OTU_90569,Nematoda,0,0,0,0,1.68E-05,0,0,0,0
OTU_906579,Annelida,0,7.90E-06,0,0,0,2.30E-05,0,0,0
OTU_90686,Platyhelminthes,0,0,0,0,2.03E-05,0,0,0,0
OTU_907231,Annelida,0,2.63E-06,5.68E-06,0,0,0,1.36E-05,0,0
OTU_90732,Porifera,9.33E-06,0,0,0,6.07E-06,0,0,3.93E-06,2.49E-06
OTU_90735,Mollusca,0,0,0,0,1.21E-05,0,0,1.18E-05,0
OTU_90768,Arthropoda,0,0,0,2.36E-06,1.82E-05,0,0,0,0
OTU_90945,Rhodophyta,0,0,0,0,7.93E-06,0,0,0,0
OTU_91170,Ctenophora,0,0,0,0,0,4.03E-05,0,0,0
OTU_912544,Annelida,1.44E-06,5.27E-06,0,2.65E-06,2.90E-06,5.20E-06,0,0,0
OTU_91306,Chordata,0,0,0,0,0,5.23E-06,0,0,4.97E-06
OTU_91337,Unknown,1.44E-06,0,7.73E-06,2.36E-06,0,0,5.47E-06,0,5.07E-06
OTU_914390,Platyhelminthes,0,1.58E-05,3.87E-06,0,0,0,0,0,0
OTU_91463,Annelida,0,0,1.27E-05,0,0,0,0,0,0
OTU_91482,Chordata,0,0,2.07E-05,0,0,0,0,0,0
OTU_91546,Ochrophyta,1.77E-06,0,0,0,4.17E-06,3.15E-06,0,3.93E-06,0
OTU_915532,Xenacoelomorpha,0,6.23E-06,0,1.01E-05,1.14E-06,0,0,0,0
OTU_915914,Chordata,0,1.05E-05,0,0,0,3.15E-06,0,0,0
OTU_916043,Mollusca,0,1.58E-05,0,2.65E-06,0,0,0,0,0
OTU_917971,Xenacoelomorpha,0,4.63E-06,0,1.27E-05,0,0,0,0,0
OTU_918924,Annelida,0,1.61E-05,0,0,0,1.15E-05,0,0,0
OTU_923158,Arthropoda,0,2.53E-05,0,0,0,0,0,0,0
OTU_924158,Arthropoda,3.12E-06,3.60E-06,0,4.73E-06,3.03E-06,0,0,0,4.97E-06
OTU_924722,Arthropoda,2.87E-06,8.87E-06,0,2.65E-06,2.90E-06,0,0,0,0
OTU_92558,Ochrophyta,0,0,0,0,0,0,2.74E-06,2.71E-06,1.76E-05
OTU_926386,Porifera,0,3.60E-06,0,0,1.03E-05,0,0,0,0
OTU_927388,Arthropoda,4.30E-06,3.60E-06,0,5.30E-06,0,2.59E-06,0,0,0
OTU_927904,Platyhelminthes,0,1.81E-05,7.73E-06,0,0,0,0,0,0
OTU_928225,Porifera,0,1.81E-05,0,0,6.07E-06,0,0,0,0
OTU_929683,Annelida,0,0,0,1.33E-05,0,0,0,4.20E-06,5.07E-06
OTU_931513,Chordata,0,0,0,1.22E-05,4.03E-06,0,0,0,0
OTU_932153,Arthropoda,2.87E-06,0,0,5.30E-06,2.90E-06,2.59E-06,2.74E-06,0,0
OTU_933370,Annelida,1.44E-06,0,0,2.65E-06,3.03E-06,1.04E-05,0,0,0
OTU_934287,Cnidaria,0,0,0,1.66E-05,0,0,0,0,0
OTU_936171,Arthropoda,0,2.63E-06,0,2.65E-06,0,0,5.47E-06,8.13E-06,0
OTU_93739,Porifera,0,0,0,4.73E-06,0,0,1.29E-05,3.93E-06,0
OTU_937471,Chordata,0,2.63E-06,0,1.27E-05,2.90E-06,0,0,0,0
OTU_937728,Miozoa,1.44E-06,0,0,4.76E-06,0,2.59E-06,0,0,1.00E-05
OTU_939048,Arthropoda,0,0,3.87E-06,7.97E-06,0,5.20E-06,2.74E-06,0,0
OTU_940072,Arthropoda,1.44E-06,0,7.73E-06,2.65E-06,0,2.59E-06,0,5.43E-06,0
OTU_944983,Arthropoda,0,2.63E-06,0,2.65E-06,0,6.25E-06,2.74E-06,0,5.07E-06
OTU_945646,Arthropoda,0,8.87E-06,0,7.39E-06,0,2.59E-06,0,0,0
OTU_945912,Xenacoelomorpha,0,0,0,1.80E-05,0,0,0,0,0
OTU_946100,Arthropoda,0,1.05E-05,0,2.65E-06,2.90E-06,0,0,2.71E-06,0
OTU_947061,Arthropoda,0,0,2.32E-05,2.65E-06,0,0,0,0,0
OTU_947746,Arthropoda,0,0,0,7.97E-06,2.90E-06,0,0,0,1.52E-05
OTU_9506,Bigyra,7.67E-06,0,0,2.65E-06,0,1.05E-06,2.74E-06,0,5.07E-06
OTU_951725,Cnidaria,0,0,0,1.42E-05,0,2.59E-06,0,0,0
OTU_952773,Annelida,0,0,0,1.65E-05,0,0,0,0,0
OTU_9528,Miozoa,0,2.63E-06,2.95E-06,4.20E-06,0,8.36E-06,3.40E-06,0,0
OTU_953523,Annelida,1.44E-06,0,0,4.73E-06,3.03E-06,1.10E-05,0,0,0
OTU_954403,Annelida,0,0,0,1.42E-05,0,0,3.40E-06,0,0
OTU_954420,Annelida,0,0,0,1.65E-05,0,0,0,0,0
OTU_955352,Annelida,0,0,0,1.65E-05,0,0,0,0,0
OTU_955504,Ochrophyta,1.44E-06,0,2.95E-06,2.36E-06,0,4.20E-06,0,0,0
OTU_956949,Annelida,0,0,0,1.42E-05,0,0,3.40E-06,0,0
OTU_957784,Cnidaria,0,0,0,1.45E-05,0,0,0,2.71E-06,0
OTU_959601,Arthropoda,0,0,0,4.73E-06,1.51E-05,0,0,0,0
OTU_959668,Porifera,1.77E-06,0,0,2.36E-06,2.90E-06,1.05E-06,2.74E-06,0,4.10E-06
OTU_959831,Cnidaria,3.12E-06,4.00E-06,0,2.36E-06,0,4.69E-06,0,0,0
OTU_961446,Miozoa,0,0,0,8.43E-06,1.14E-06,0,0,0,4.10E-06
OTU_961706,Chordata,0,0,0,1.47E-05,0,0,0,0,0
OTU_962664,Bryozoa,1.77E-06,0,0,4.20E-06,4.03E-06,0,3.40E-06,3.93E-06,0
OTU_965701,Chordata,0,0,0,8.43E-06,0,3.15E-06,0,0,0
OTU_966286,Annelida,0,0,0,0,1.77E-05,0,0,0,2.49E-06
OTU_96813,Arthropoda,0,2.63E-06,0,2.65E-06,0,5.20E-06,8.23E-06,0,0
OTU_968212,Arthropoda,1.44E-06,5.27E-06,0,4.73E-06,5.80E-06,0,0,0,0
OTU_968831,Platyhelminthes,0,0,0,0,2.03E-05,0,0,0,0
OTU_969623,Cnidaria,0,0,0,0,1.74E-05,0,0,3.93E-06,0
OTU_970485,Echinodermata,0,0,0,0,2.09E-05,0,0,0,0
OTU_9749,Arthropoda,0,0,0,0,0,0,0,8.13E-06,8.17E-06
OTU_9802,Miozoa,2.87E-06,0,0,0,2.90E-06,5.77E-06,7.93E-06,2.71E-06,0
OTU_980273,Arthropoda,0,0,0,5.30E-06,2.90E-06,5.20E-06,0,0,1.01E-05
OTU_98480,Rhodophyta,0,2.00E-06,0,0,3.40E-06,3.15E-06,0,0,0
OTU_990532,Rhodophyta,1.77E-06,8.23E-06,0,0,5.30E-06,0,0,0,0
OTU_992894,Nemertea,7.67E-06,5.27E-06,3.87E-06,0,3.03E-06,0,0,0,0
OTU_993797,Chordata,0,6.00E-06,0,0,0,0,0,0,8.17E-06
OTU_994009,Annelida,0,4.00E-06,0,0,1.14E-06,4.20E-06,0,0,0
OTU_994097,Chordata,0,4.00E-06,0,0,0,0,0,0,1.02E-05
OTU_994299,Chordata,0,1.00E-05,5.90E-06,0,0,0,0,0,0
OTU_994690,Chordata,0,1.40E-05,0,0,0,0,0,0,0
OTU_994780,Porifera,0,1.40E-05,0,0,0,0,0,0,0
OTU_994798,Chordata,0,1.40E-05,0,0,0,0,0,0,0
OTU_995029,Mollusca,0,1.40E-05,0,0,0,0,0,0,0
OTU_995182,Porifera,0,4.00E-06,0,0,3.40E-06,2.10E-06,0,0,0
OTU_995381,Chordata,0,1.20E-05,0,0,0,0,0,0,2.04E-06
OTU_995391,Rhodophyta,1.77E-06,8.00E-06,0,0,0,2.10E-06,0,0,0
OTU_995534,Chordata,0,1.40E-05,0,0,0,0,0,0,0
OTU_995887,Chordata,0,1.40E-05,0,0,0,0,0,0,0
OTU_996854,Cnidaria,0,1.40E-05,0,0,0,0,0,0,0
OTU_996875,Chordata,1.77E-06,6.00E-06,0,0,2.27E-06,1.05E-06,0,0,0
OTU_998442,Rhodophyta,1.44E-06,6.00E-06,3.87E-06,0,0,2.59E-06,0,2.71E-06,0
OTU_999154,Chordata,0,0,0,0,7.93E-06,0,0,0,0
OTU_999598,Chordata,0,0,0,0,6.80E-06,1.05E-06,0,0,0
OTU_1000206,Chordata,0,2.00E-06,0,0,3.40E-06,2.10E-06,0,0,0
OTU_1000991,Chordata,0,0,0,0,5.67E-06,0,0,4.20E-06,0
OTU_1001561,Bryozoa,7.07E-06,0,0,0,2.27E-06,0,0,0,0
OTU_1002087,Chordata,0,0,0,0,6.80E-06,0,0,0,0
OTU_10025,Platyhelminthes,0,1.32E-05,0,0,0,1.05E-06,0,0,0
OTU_1003109,Porifera,0,0,0,0,5.67E-06,1.05E-06,0,0,0
OTU_1003801,Arthropoda,1.44E-06,0,0,5.30E-06,0,7.77E-06,0,0,0
OTU_1005217,Platyhelminthes,0,0,0,0,2.27E-06,8.82E-06,0,0,0
OTU_1007752,Platyhelminthes,0,0,0,2.65E-06,0,5.20E-06,0,6.91E-06,5.07E-06
OTU_1011967,Arthropoda,1.44E-06,2.63E-06,0,0,0,5.20E-06,0,2.71E-06,5.07E-06
OTU_10132,Chlorophyta,3.53E-06,0,0,4.73E-06,0,2.10E-06,0,0,0
OTU_1020940,Arthropoda,0,0,0,0,2.90E-06,2.59E-06,0,8.13E-06,5.07E-06
OTU_1021063,Arthropoda,0,0,0,2.65E-06,0,1.30E-05,0,0,0
OTU_1022258,Nematoda,0,0,0,0,0,1.30E-05,2.74E-06,0,0
OTU_102233,Nematoda,0,0,0,2.11E-06,0,1.05E-06,8.87E-06,0,5.07E-06
OTU_10245,Nematoda,5.30E-06,0,1.81E-06,4.20E-06,0,0,0,0,0
OTU_1027005,Ochrophyta,1.44E-06,2.63E-06,0,0,5.80E-06,5.20E-06,0,0,0
OTU_1030986,Cnidaria,1.44E-06,0,3.87E-06,0,0,1.35E-05,0,0,0
OTU_1031498,Annelida,1.44E-06,2.63E-06,3.87E-06,0,0,5.77E-06,6.80E-06,0,0
OTU_1035397,Cnidaria,0,0,0,0,0,1.10E-05,0,0,0
OTU_1035571,Bryozoa,6.65E-06,0,0,0,0,6.82E-06,0,4.20E-06,0
OTU_1036362,Cnidaria,0,0,0,0,1.14E-06,4.20E-06,3.40E-06,0,0
OTU_1036689,Bryozoa,5.30E-06,0,0,0,0,3.15E-06,0,0,0
OTU_1036913,Porifera,1.77E-06,4.00E-06,0,0,0,1.05E-06,5.47E-06,0,0
OTU_1037255,Chordata,0,0,0,0,1.14E-06,5.23E-06,0,0,0
OTU_1037765,Porifera,1.77E-06,0,0,0,2.90E-06,3.15E-06,0,4.20E-06,0
OTU_1038024,Miozoa,0,0,0,0,0,6.30E-06,0,0,0
OTU_1038576,Annelida,0,0,0,0,0,6.30E-06,0,0,0
OTU_1039029,Chordata,0,0,0,0,0,6.30E-06,0,0,0
OTU_1039461,Porifera,0,0,0,0,0,6.30E-06,0,0,0
OTU_1040152,Chordata,0,0,0,0,1.14E-06,5.23E-06,0,0,0
OTU_1040242,Arthropoda,1.44E-06,5.27E-06,0,2.36E-06,0,2.10E-06,0,0,0
OTU_104028,Arthropoda,5.73E-06,0,0,0,0,0,0,0,1.01E-05
OTU_1041184,Cnidaria,0,0,2.95E-06,0,1.14E-06,2.10E-06,6.71E-06,0,0
OTU_1041529,Miozoa,0,0,0,0,0,6.30E-06,0,0,0
OTU_1043063,Porifera,7.07E-06,0,0,0,0,1.05E-06,3.97E-06,0,0
OTU_1045144,Chordata,0,4.00E-06,0,2.11E-06,0,3.15E-06,0,0,0
OTU_104724,Platyhelminthes,0,0,0,0,0,2.59E-06,0,1.36E-05,0
OTU_10488,Nematoda,6.07E-06,0,6.82E-06,0,0,0,0,0,0
OTU_1051450,Entoprocta,1.44E-06,0,1.16E-05,0,0,0,5.47E-06,0,0
OTU_1052411,Sipuncula,1.44E-06,7.90E-06,3.87E-06,0,0,0,2.74E-06,0,0
OTU_1053080,Cnidaria,0,0,2.11E-05,0,0,0,0,0,0
OTU_1054826,Platyhelminthes,1.44E-06,5.27E-06,3.87E-06,0,0,1.05E-06,0,0,5.07E-06
OTU_1056247,Annelida,0,1.35E-05,7.73E-06,0,0,0,0,0,0
OTU_1057410,Arthropoda,2.87E-06,0,3.87E-06,0,0,7.77E-06,0,0,0
OTU_1059081,Porifera,7.07E-06,0,3.87E-06,0,0,0,0,0,2.04E-06
OTU_1061604,Annelida,0,0,1.09E-05,0,0,0,0,0,0
OTU_1064174,Chordata,0,0,1.77E-05,0,0,0,0,0,0
OTU_1064324,Chordata,0,0,1.77E-05,0,0,0,0,0,0
OTU_1064808,Chordata,0,0,1.48E-05,0,0,0,0,4.20E-06,0
OTU_106685,Rhodophyta,1.77E-06,0,0,2.11E-06,1.14E-06,2.10E-06,3.40E-06,0,0
OTU_107109,Annelida,0,5.27E-06,0,0,5.80E-06,5.20E-06,0,0,0
OTU_10726,Ochrophyta,3.53E-06,0,0,0,1.14E-06,2.59E-06,0,2.71E-06,5.07E-06
OTU_107297,Bryozoa,0,1.20E-05,0,0,0,0,0,0,0
OTU_1074820,Cnidaria,0,0,3.87E-06,0,2.27E-06,1.05E-06,0,0,4.53E-06
OTU_107704,Annelida,0,0,0,0,0,0,2.04E-05,0,0
OTU_10772,Porifera,0,0,0,0,2.27E-06,0,3.97E-06,1.26E-05,0
OTU_1080485,Arthropoda,2.87E-06,0,0,0,0,2.59E-06,5.47E-06,2.71E-06,0
OTU_109012,Arthropoda,0,2.63E-06,0,5.30E-06,0,5.20E-06,2.74E-06,0,0
OTU_109256,Arthropoda,0,0,0,2.65E-06,0,0,5.47E-06,5.43E-06,5.07E-06
OTU_109476,Ochrophyta,1.44E-06,0,3.87E-06,0,0,2.59E-06,0,0,6.59E-06
OTU_109792,Annelida,1.44E-06,2.63E-06,3.87E-06,7.97E-06,0,0,0,0,0
OTU_11040,NA,2.87E-06,0,0,0,0,7.77E-06,0,0,2.49E-06
OTU_1110400,Rhodophyta,4.55E-06,2.00E-06,0,0,0,3.15E-06,0,0,0
OTU_1119738,Arthropoda,3.21E-06,0,0,0,0,2.59E-06,0,0,1.52E-05
OTU_111976,Nematoda,0,4.00E-06,1.27E-05,0,0,0,0,0,0
OTU_11235,Cercozoa,0,0,0,0,0,0,6.80E-06,9.37E-06,5.07E-06
OTU_1124896,Arthropoda,0,0,0,1.06E-05,0,2.59E-06,2.74E-06,0,0
OTU_1130394,Annelida,0,0,0,1.56E-05,0,0,0,0,0
OTU_11337,Chlorophyta,0,0,2.95E-06,0,4.03E-06,0,0,0,9.17E-06
OTU_114144,Chordata,0,0,0,0,0,6.30E-06,0,0,0
OTU_114347,Arthropoda,0,2.63E-06,7.73E-06,0,2.90E-06,2.59E-06,0,2.71E-06,0
OTU_114964,Cnidaria,0,6.00E-06,0,0,0,3.15E-06,0,0,0
OTU_115260,Entoprocta,0,0,0,0,0,0,1.77E-05,0,0
OTU_115310,Arthropoda,1.44E-06,0,0,0,2.90E-06,5.20E-06,5.47E-06,0,0
OTU_1155415,Arthropoda,2.87E-06,2.63E-06,3.87E-06,0,5.80E-06,0,0,0,0
OTU_115545,Bryozoa,1.44E-06,0,0,0,2.90E-06,0,2.74E-06,2.71E-06,7.55E-06
OTU_115615,Arthropoda,0,0,0,0,5.80E-06,0,1.10E-05,0,0
OTU_115778,Arthropoda,0,0,0,0,0,2.59E-06,5.47E-06,5.43E-06,5.07E-06
OTU_115783,Platyhelminthes,0,0,0,2.65E-06,5.17E-06,0,2.74E-06,0,5.07E-06
OTU_115787,Arthropoda,2.87E-06,0,0,0,0,0,1.10E-05,0,0
OTU_115812,Annelida,0,0,0,0,0,5.20E-06,8.23E-06,0,5.07E-06
OTU_116392,Rhodophyta,1.77E-06,0,0,0,0,3.15E-06,3.40E-06,4.20E-06,0
OTU_116521,Rhodophyta,3.12E-06,0,3.87E-06,0,0,5.77E-06,6.80E-06,0,2.49E-06
OTU_116543,Annelida,0,0,0,0,0,0,1.70E-05,0,2.49E-06
OTU_11676,Chlorophyta,0,0,0,0,0,0,0,7.87E-06,2.02E-05
OTU_116796,Bryozoa,0,0,0,0,0,0,1.35E-05,5.43E-06,0
OTU_117072,Chordata,1.44E-06,0,0,0,0,0,0,1.36E-05,0
OTU_117101,Porifera,1.44E-06,2.63E-06,0,5.01E-06,0,0,2.74E-06,2.71E-06,0
OTU_117209,Ochrophyta,0,2.63E-06,0,0,1.14E-06,0,0,1.53E-05,0
OTU_117334,Bryozoa,1.44E-06,0,0,0,0,1.05E-06,0,8.13E-06,2.49E-06
OTU_1175498,Porifera,2.87E-06,0,0,5.01E-06,2.90E-06,0,2.74E-06,0,0
OTU_117566,Arthropoda,1.44E-06,5.27E-06,0,2.65E-06,0,2.59E-06,0,2.71E-06,0
OTU_117612,Mollusca,1.44E-06,2.63E-06,3.87E-06,0,0,0,5.47E-06,2.71E-06,0
OTU_117629,Charophyta,0,0,0,0,0,0,0,1.87E-05,0
OTU_117924,Ochrophyta,0,0,0,0,0,0,0,2.24E-05,0
OTU_117936,Porifera,0,0,0,4.20E-06,2.90E-06,1.05E-06,0,7.87E-06,0
OTU_117944,Nematoda,1.44E-06,2.63E-06,0,0,2.90E-06,2.59E-06,0,8.13E-06,0
OTU_117964,Annelida,1.77E-06,0,0,2.11E-06,3.40E-06,0,0,3.93E-06,0
OTU_1181193,Chordata,3.53E-06,0,0,0,0,0,0,4.20E-06,6.13E-06
OTU_118130,Chordata,0,0,0,0,0,0,0,2.53E-05,0
OTU_118263,Nematoda,0,0,0,2.65E-06,0,2.59E-06,0,0,2.02E-05
OTU_11827,Arthropoda,0,0,0,0,0,0,0,0,3.03E-05
OTU_118313,Arthropoda,0,2.00E-06,0,0,0,0,0,0,2.53E-05
OTU_118438,Annelida,0,0,0,0,0,0,0,0,3.03E-05
OTU_11855,NA,1.44E-06,0,0,2.65E-06,5.80E-06,1.05E-06,0,3.93E-06,0
OTU_1188829,Cnidaria,0,2.00E-06,0,2.65E-06,2.90E-06,4.69E-06,0,0,0
OTU_118909,Annelida,0,0,0,5.30E-06,0,1.05E-06,0,2.71E-06,4.97E-06
OTU_118951,Bryozoa,1.44E-06,0,7.73E-06,0,0,0,0,0,7.47E-06
OTU_1191093,Ochrophyta,0,2.63E-06,0,2.11E-06,4.53E-06,0,0,0,0
OTU_119264,Chordata,0,0,0,0,0,0,0,4.20E-06,1.02E-05
OTU_119329,Chordata,0,0,0,0,0,2.10E-06,0,0,8.17E-06
OTU_120003,Arthropoda,4.30E-06,0,7.73E-06,0,2.90E-06,0,0,0,0
OTU_12025,Ciliophora,4.97E-06,0,0,0,0,3.64E-06,2.74E-06,0,0
OTU_120272,Miozoa,0,0,1.48E-05,2.11E-06,0,0,0,0,0
OTU_12033,Miozoa,1.44E-06,0,3.87E-06,0,0,0,3.40E-06,5.43E-06,2.04E-06
OTU_120499,Annelida,0,2.63E-06,0,7.97E-06,5.80E-06,0,0,0,0
OTU_120630,Cnidaria,0,0,0,0,0,9.97E-06,0,3.93E-06,0
OTU_120788,Annelida,4.30E-06,2.63E-06,0,0,5.80E-06,0,0,0,0
OTU_121048,Chordata,0,0,0,1.37E-05,0,0,0,0,0
OTU_121058,Chordata,1.77E-06,0,1.18E-05,0,1.14E-06,0,0,0,0
OTU_121347,Ascomycota,1.44E-06,3.60E-06,3.87E-06,2.65E-06,3.03E-06,2.59E-06,0,0,0
OTU_121476,Annelida,8.63E-06,0,0,0,0,0,0,0,0
OTU_121613,Nematoda,2.87E-06,0,7.73E-06,0,0,0,0,6.91E-06,0
OTU_121710,Annelida,7.42E-06,5.27E-06,0,0,0,0,0,0,0
OTU_12181,Bigyra,0,2.00E-06,0,0,5.17E-06,2.10E-06,0,0,0
OTU_122071,Arthropoda,4.30E-06,7.23E-06,0,0,0,1.05E-06,0,0,0
OTU_122095,Arthropoda,4.30E-06,2.63E-06,0,5.30E-06,0,0,0,0,0
OTU_122156,Xenacoelomorpha,5.73E-06,0,0,0,5.80E-06,0,0,0,0
OTU_122532,Ciliophora,5.99E-06,3.60E-06,0,2.65E-06,2.90E-06,0,0,0,0
OTU_122588,Arthropoda,1.87E-05,0,0,0,0,0,0,0,0
OTU_122617,Porifera,1.06E-05,0,0,0,0,0,0,0,0
OTU_122704,Miozoa,1.06E-05,0,0,0,0,0,0,0,0
OTU_122763,Nematoda,7.07E-06,0,0,0,2.90E-06,0,3.97E-06,0,0
OTU_122913,Porifera,1.06E-05,0,0,0,0,0,0,0,0
OTU_123134,Annelida,0,1.58E-05,0,0,0,0,0,0,0
OTU_123479,Basidiomycota,0,1.35E-05,0,2.36E-06,3.03E-06,0,0,0,0
OTU_123494,Rhodophyta,0,2.63E-06,0,8.43E-06,0,5.77E-06,0,0,0
OTU_123499,Arthropoda,0,7.90E-06,0,5.30E-06,2.90E-06,0,0,0,0
OTU_1235143,Annelida,2.87E-06,0,7.73E-06,0,0,0,2.74E-06,2.71E-06,0
OTU_123648,Arthropoda,0,1.08E-05,0,7.10E-06,0,0,0,0,0
OTU_123709,Mollusca,0,2.17E-05,0,0,0,0,0,0,0
OTU_123880,Chordata,0,0,0,1.37E-05,0,0,0,0,0
OTU_124022,Cnidaria,0,0,0,7.66E-06,0,7.77E-06,0,0,0
OTU_124362,Arthropoda,3.12E-06,0,0,9.43E-06,3.03E-06,0,0,0,0
OTU_124407,Arthropoda,0,0,0,9.43E-06,6.07E-06,0,0,0,0
OTU_124437,Cnidaria,0,0,0,7.39E-06,0,5.20E-06,0,0,2.49E-06
OTU_12453,Platyhelminthes,7.07E-06,0,0,0,0,0,0,5.43E-06,0
OTU_1248927,Chordata,0,0,0,0,0,1.56E-05,0,0,0
OTU_124934,Miozoa,0,0,2.95E-06,8.43E-06,0,1.05E-06,0,0,0
OTU_125013,Annelida,0,0,0,0,1.74E-05,0,0,0,0
OTU_125054,Arthropoda,1.44E-06,0,1.16E-05,2.65E-06,2.90E-06,0,0,0,0
OTU_125107,Arthropoda,0,0,0,0,1.74E-05,0,0,0,0
OTU_1252,Arthropoda,0,0,3.87E-06,5.30E-06,5.80E-06,2.59E-06,0,0,0
OTU_125290,Arthropoda,1.44E-06,0,0,7.97E-06,2.90E-06,2.59E-06,0,0,0
OTU_125308,Mollusca,1.44E-06,0,0,0,1.45E-05,0,0,0,0
OTU_125375,Arthropoda,1.44E-06,0,0,2.65E-06,8.70E-06,0,0,0,5.07E-06
OTU_125668,Miozoa,0,1.16E-05,3.87E-06,0,0,0,0,0,0
OTU_125697,Chordata,0,1.20E-05,0,0,0,0,0,0,0
OTU_125768,Miozoa,0,4.00E-06,0,0,4.53E-06,0,0,0,0
OTU_125793,Chordata,0,0,0,0,6.80E-06,0,0,0,0
OTU_126141,Arthropoda,2.87E-06,0,7.73E-06,0,0,2.59E-06,2.74E-06,0,0
OTU_126226,Arthropoda,3.12E-06,0,0,0,0,1.30E-05,0,0,0
OTU_12629,Cnidaria,1.77E-06,0,0,0,0,1.05E-06,1.02E-05,0,2.04E-06
OTU_126329,Annelida,0,0,0,2.65E-06,8.70E-06,5.77E-06,0,0,2.49E-06
OTU_126528,Ochrophyta,0,0,0,6.33E-06,1.14E-06,2.10E-06,0,0,0
OTU_1267478,Porifera,0,0,0,0,0,4.20E-06,6.14E-06,0,0
OTU_12690,Ochrophyta,0,4.00E-06,0,8.43E-06,0,0,0,0,0
OTU_126975,Annelida,0,0,1.09E-05,0,0,0,0,0,0
OTU_127011,Chordata,0,0,1.77E-05,0,0,0,0,0,0
OTU_127423,Cnidaria,7.50E-06,0,0,0,0,0,2.74E-06,0,0
OTU_1277062,Miozoa,0,0,1.09E-05,0,0,0,0,0,0
OTU_1286212,Unknown,0,6.00E-06,0,0,0,1.05E-06,0,0,4.97E-06
OTU_12927,Arthropoda,1.44E-06,0,0,0,0,0,0,0,2.53E-05
OTU_129680,Porifera,0,0,1.81E-06,2.36E-06,3.03E-06,0,2.74E-06,0,4.97E-06
OTU_1304861,Arthropoda,0,5.27E-06,3.87E-06,0,2.90E-06,0,0,2.71E-06,5.07E-06
OTU_1308502,Porifera,0,0,0,0,5.67E-06,0,3.97E-06,0,0
OTU_131168,Annelida,0,0,0,0,0,5.77E-06,1.70E-05,0,0
OTU_1312795,Arthropoda,0,0,0,5.30E-06,8.70E-06,2.59E-06,0,0,0
OTU_1314634,Arthropoda,1.03E-05,0,0,0,0,0,0,0,0
OTU_1315166,Arthropoda,4.30E-06,0,0,0,2.90E-06,0,0,5.43E-06,0
OTU_13152,Rhodophyta,0,5.27E-06,0,0,4.17E-06,2.59E-06,2.74E-06,0,0
OTU_1318146,Arthropoda,1.44E-06,0,0,5.30E-06,0,2.59E-06,2.74E-06,0,5.07E-06
OTU_13235,Nematoda,0,2.63E-06,0,0,0,0,0,0,1.62E-05
OTU_13268,Chlorophyta,0,0,0,0,0,0,2.15E-05,0,0
OTU_13274,Nematoda,8.63E-06,0,0,0,0,0,0,0,0
OTU_132803,Chordata,0,1.58E-05,0,0,0,0,0,0,0
OTU_1332081,Cnidaria,4.30E-06,0,0,0,0,0,0,9.37E-06,0
OTU_133503,Entoprocta,0,0,0,0,2.90E-06,0,1.10E-05,2.71E-06,0
OTU_1344767,Annelida,0,2.63E-06,0,0,1.50E-05,0,0,0,0
OTU_1347,Entoprocta,0,0,0,0,0,1.61E-05,0,0,2.49E-06
OTU_1347221,Porifera,0,0,0,0,6.07E-06,0,2.74E-06,0,7.47E-06
OTU_13624,Arthropoda,0,0,0,0,1.74E-05,0,0,0,0
